latitude,longitude,rwi,error
5.0581143,102.0739746,-0.483,0.513
1.5488836,110.2478027,0.640,0.565
3.9848207,100.7556152,0.093,0.524
2.0100856,112.0715332,-0.156,0.418
2.1857489,112.0935059,-0.280,0.482
4.7954168,115.8728027,-0.323,0.518
3.9848207,101.3708496,0.363,0.560
4.6202287,101.0412598,1.078,0.497
2.6248138,102.3156738,-0.159,0.532
2.6687122,102.3596191,-0.169,0.512
3.0856655,101.5466309,0.665,0.498
6.6318701,116.9714355,-0.720,0.554
5.9766803,102.1838379,0.273,0.532
5.5831840,100.9094238,0.053,0.535
3.3050503,102.4035645,-0.642,0.559
2.8223442,111.7199707,0.036,0.559
2.2516175,102.2717285,0.994,0.575
3.3269861,113.3679199,0.120,0.513
2.0759616,103.0187988,-0.088,0.510
4.8173122,100.9753418,0.298,0.512
5.8236865,117.5207520,-0.498,0.507
3.9190595,103.0407715,0.191,0.572
2.4711573,113.5217285,-0.589,0.411
1.8563646,103.5681152,-0.237,0.526
1.5269188,110.7092285,0.683,0.519
1.4390576,110.0939941,-0.348,0.547
5.6925158,100.3820801,0.316,0.538
5.0581143,118.3337402,0.558,0.544
6.3043786,100.2062988,0.982,0.537
2.7784514,101.7224121,0.377,0.521
5.0800010,116.2023926,-0.140,0.544
2.0540032,111.6101074,-0.268,0.510
1.5488836,110.8410645,-0.127,0.469
3.7436712,101.1511230,1.020,0.567
2.4272521,111.8298340,0.448,0.562
5.2331870,116.2023926,-0.238,0.455
4.2478122,103.3703613,0.180,0.561
3.2173020,113.6315918,-0.069,0.518
1.6147764,109.7204590,-0.190,0.525
3.9190595,103.2604980,0.792,0.555
5.0800010,100.6677246,0.335,0.542
5.1894234,103.0407715,0.197,0.526
1.1315182,110.9948730,0.035,0.546
2.2296616,103.2165527,-0.562,0.502
2.8442900,102.5793457,-0.141,0.549
5.8018269,100.7336426,0.528,0.555
4.5107140,117.6965332,-0.382,0.486
2.9540126,101.3708496,1.174,0.568
3.8752158,102.6013184,-0.400,0.515
1.6806671,103.7438965,-0.402,0.548
5.7799663,102.0300293,-0.024,0.512
3.2611771,103.4143066,-0.467,0.528
3.1076060,113.9392090,-0.197,0.572
6.3698938,100.3820801,0.441,0.600
4.8611009,100.6677246,0.047,0.478
4.7954168,117.8942871,-1.252,0.457
4.5983271,101.4807129,-0.321,0.551
2.2955282,102.6232910,0.388,0.540
1.4390576,110.3137207,0.583,0.544
4.8392069,115.8728027,-0.173,0.505
5.6706511,117.6965332,-0.530,0.511
1.4829887,111.5661621,0.215,0.509
3.9629009,102.2058105,0.064,0.506
5.9548266,116.6857910,0.603,0.553
4.2478122,100.7556152,0.008,0.536
4.8611009,100.5578613,-0.494,0.508
1.2193903,110.3137207,-0.472,0.565
5.3644596,100.2722168,0.675,0.569
5.9329721,102.3156738,0.317,0.539
1.7904800,103.6560059,-0.212,0.510
5.3863356,102.0520020,0.130,0.563
4.8611009,116.2463379,-0.465,0.409
5.3644596,116.2683105,-0.856,0.461
2.3833455,102.0520020,-0.076,0.536
4.4230904,100.6457520,0.207,0.528
2.2077054,103.0187988,-0.197,0.515
4.3792747,100.8215332,-0.317,0.538
2.4492049,112.2473145,-0.485,0.468
5.5175751,117.6965332,-0.024,0.587
2.8003980,101.5466309,0.353,0.542
4.3573658,100.6896973,0.256,0.507
4.3354564,100.7775879,-0.062,0.531
4.1382430,103.2824707,0.302,0.514
2.3174830,103.1506348,0.413,0.533
4.9924497,101.5246582,-0.308,0.495
5.5175751,100.4479980,0.477,0.562
6.2606973,117.5427246,-0.702,0.502
5.6706511,116.7297363,-0.428,0.485
3.8094460,114.9060059,0.026,0.544
1.6147764,111.4782715,-0.488,0.511
2.6687122,114.5544434,-0.257,0.432
2.2955282,111.7419434,0.255,0.496
6.0203850,116.7517090,0.368,0.548
5.8236865,102.0520020,0.267,0.527
4.9267785,117.3669434,0.126,0.416
5.0800010,101.9641113,-0.312,0.522
2.2296616,111.9616699,-0.168,0.540
5.9766803,102.3376465,0.085,0.526
1.8344033,103.9855957,0.382,0.550
1.3951258,110.0061035,-0.328,0.510
4.9048867,101.1511230,-0.354,0.572
1.5488836,103.4802246,0.535,0.517
3.9190595,102.8210449,-0.254,0.507
5.1237722,115.6530762,-0.308,0.500
5.0581143,118.2458496,-0.393,0.507
2.1637921,112.2033691,-0.309,0.506
5.7143797,118.3117676,-0.367,0.443
3.9848207,101.6564941,0.383,0.530
5.4738318,102.7111816,0.320,0.521
4.5107140,118.2458496,-0.899,0.481
3.7217452,101.8103027,0.426,0.509
1.9222467,103.1726074,0.332,0.551
5.4300853,117.0593262,-0.150,0.419
5.2988268,118.3117676,-0.752,0.573
3.2611771,113.4997559,0.001,0.513
3.5024552,102.3596191,0.052,0.503
6.2825384,116.5759277,-0.494,0.467
5.7581050,117.6745605,-0.079,0.531
3.0856655,101.6784668,0.930,0.504
4.8829942,100.9973145,0.643,0.538
5.3644596,102.0080566,0.336,0.528
1.1534865,110.2917480,-0.085,0.475
5.2331870,116.4001465,-0.771,0.459
1.0216743,111.8298340,-0.372,0.453
1.2193903,110.2258301,-0.639,0.454
6.8064439,117.1472168,-0.333,0.487
4.4888091,101.0192871,1.326,0.501
2.1637921,103.2604980,-0.003,0.500
4.1601581,100.7336426,-0.029,0.550
3.7655967,114.3566895,-0.668,0.449
4.8611009,103.3923340,1.237,0.538
3.7217452,102.4694824,0.199,0.560
5.2769476,116.9714355,0.219,0.580
0.9557662,110.6213379,0.119,0.547
1.0656124,111.3464355,0.331,0.499
5.6487856,117.1252441,-0.475,0.561
5.6487856,101.7883301,-0.474,0.528
5.2550677,119.1906738,-0.962,0.523
5.9766803,100.7995605,-0.014,0.518
4.4669035,101.0412598,1.525,0.556
4.9486696,100.9533691,-0.114,0.533
5.1237722,100.8215332,0.493,0.561
3.8094460,113.9172363,-0.959,0.504
5.0581143,100.8215332,-0.159,0.536
6.2170122,116.3342285,-0.136,0.516
5.9766803,116.0485840,0.436,0.587
6.7846256,116.6418457,0.039,0.498
3.9409805,102.7331543,0.477,0.599
4.5326183,101.1071777,1.062,0.563
3.9629009,101.9860840,-0.225,0.524
2.6467632,112.8405762,-0.555,0.435
2.8003980,113.0383301,-0.644,0.474
5.8455454,116.4660645,-0.337,0.471
4.9267785,118.1579590,-0.135,0.500
1.7465556,103.2165527,0.223,0.522
5.7143797,102.6013184,-0.041,0.519
5.2113056,118.0480957,-0.173,0.523
1.5928123,103.5681152,0.206,0.560
5.2113056,102.3156738,-0.523,0.484
2.2516175,102.8430176,0.554,0.535
5.2769476,119.2565918,-0.538,0.476
3.4147247,101.6564941,1.463,0.544
2.8003980,101.4147949,0.259,0.529
5.4957038,118.2238770,-0.678,0.514
2.2955282,111.8737793,0.418,0.549
1.3731595,104.2053223,0.663,0.539
5.6706511,117.1911621,-0.082,0.499
2.6906608,111.5222168,0.056,0.516
3.7217452,100.9753418,0.473,0.538
5.7143797,100.9313965,0.063,0.532
5.2988268,116.2463379,-0.462,0.442
4.5326183,117.6965332,-0.083,0.500
5.5831840,102.7551270,-0.238,0.562
3.1076060,101.5246582,0.723,0.489
5.6269192,101.9860840,-0.564,0.486
4.2258996,100.6018066,0.808,0.517
2.3613917,102.4914551,-0.269,0.524
1.7465556,103.2604980,-0.453,0.504
5.8455454,100.6457520,0.449,0.547
1.6147764,104.1394043,0.313,0.561
3.9409805,103.0847168,0.140,0.514
1.5049538,110.8850098,-0.382,0.490
1.0216743,110.5993652,-0.583,0.493
5.6706511,117.6745605,-0.440,0.523
6.6755194,116.7736816,-0.892,0.558
5.9111167,118.0480957,0.682,0.580
5.6706511,117.0153809,-0.003,0.519
5.2988268,117.9602051,-0.428,0.578
5.1018870,102.2277832,0.469,0.482
6.3043786,116.6857910,-0.783,0.443
3.1514858,102.3156738,-0.468,0.532
2.7784514,101.7443848,1.136,0.537
5.1675404,118.3117676,-0.846,0.517
5.5831840,100.4479980,1.052,0.549
3.1953637,101.8322754,-0.495,0.578
3.8971380,113.8732910,-0.209,0.513
5.2331870,100.4699707,0.589,0.580
6.5227299,116.6418457,0.526,0.510
5.7143797,102.6672363,0.001,0.488
5.4738318,118.5754395,-1.205,0.466
3.0417830,101.4587402,1.244,0.510
3.9629009,102.3815918,0.018,0.532
4.1382430,100.9973145,-0.273,0.515
3.3708564,101.2609863,0.517,0.534
2.0759616,103.2824707,-0.031,0.487
4.9705600,116.4660645,-0.071,0.502
3.4585910,113.6535645,0.191,0.561
2.7345569,102.2717285,-0.125,0.546
1.6367402,110.2038574,0.936,0.520
4.4669035,118.5314941,-0.224,0.559
5.3863356,118.5314941,-0.958,0.540
5.2550677,100.7116699,-0.140,0.526
6.1733235,116.2683105,-0.077,0.564
4.3354564,100.6677246,-0.361,0.520
2.4931093,111.6101074,-0.803,0.458
4.4230904,114.0490723,0.191,0.536
3.4147247,101.5905762,1.155,0.566
4.8173122,114.8840332,0.055,0.461
5.3207052,117.8723145,-0.566,0.494
5.6269192,118.2678223,-0.707,0.565
3.5682478,102.1618652,0.252,0.519
5.1894234,118.3996582,-0.427,0.568
3.3050503,101.5026855,0.517,0.525
5.1456567,100.4260254,0.520,0.555
4.3135463,101.8542480,-0.612,0.467
2.6906608,112.3571777,0.338,0.494
4.0724942,100.9313965,0.291,0.538
2.0979197,102.5354004,0.212,0.523
5.5613152,102.8210449,0.295,0.529
4.2697242,101.3488770,-0.685,0.497
3.3269861,113.3459473,-0.506,0.464
6.9373327,117.1911621,-0.399,0.489
1.6147764,110.4235840,0.363,0.528
5.0800010,116.0925293,-0.584,0.511
4.5545219,103.4143066,0.232,0.564
5.7143797,100.6896973,0.186,0.545
4.2258996,101.3269043,0.698,0.538
5.4738318,115.8508301,-0.296,0.576
3.4805234,102.9309082,-0.113,0.529
5.0362268,118.8610840,-0.592,0.564
5.1237722,103.0187988,0.120,0.525
4.4888091,100.6677246,-0.179,0.531
1.5928123,104.1613770,0.243,0.511
5.4082108,117.0593262,-0.646,0.434
3.3489215,101.3708496,0.153,0.527
1.4610233,111.4782715,0.812,0.567
4.2478122,113.9172363,0.591,0.514
6.2170122,100.2941895,-0.163,0.534
5.1456567,118.9270020,-0.378,0.488
1.9881263,111.5661621,-0.950,0.431
4.6421296,114.9938965,-0.277,0.493
5.2988268,102.9309082,-0.774,0.517
4.6859294,117.6306152,-0.451,0.571
5.8018269,100.5139160,0.908,0.550
2.3394375,102.9968262,-0.573,0.493
2.6028640,102.2717285,-0.229,0.538
6.3480564,117.3449707,-0.623,0.463
2.9320690,103.1726074,0.474,0.534
1.7685179,111.3464355,0.645,0.537
2.5150610,101.8103027,0.875,0.564
2.1198775,103.2824707,-0.195,0.483
5.2988268,100.6677246,-0.108,0.515
1.0875811,111.7199707,-0.049,0.504
4.8173122,101.1511230,-0.422,0.535
1.9442068,103.5021973,-0.224,0.500
3.1953637,102.3596191,-0.453,0.525
1.7685179,103.8098145,-0.236,0.526
5.6487856,102.2937012,-0.423,0.476
4.7954168,101.1291504,0.034,0.533
4.6859294,101.0632324,0.481,0.517
2.9978987,101.3488770,0.251,0.547
4.6421296,101.9860840,-0.457,0.529
1.6367402,111.8078613,-0.355,0.427
6.9373327,116.8176270,-0.077,0.506
5.4082108,102.9089355,-0.355,0.526
1.4829887,103.5681152,0.474,0.528
2.7126091,112.7087402,-0.294,0.467
7.1990006,117.2351074,-0.575,0.441
6.5882169,116.9494629,-0.220,0.511
5.2769476,115.7409668,-1.089,0.474
4.7297265,117.8723145,-0.684,0.531
5.5613152,117.2351074,-0.392,0.604
5.2769476,102.8869629,-0.167,0.526
5.0800010,100.5358887,-0.151,0.538
5.2769476,100.4479980,0.483,0.546
5.4738318,117.0373535,-0.549,0.442
4.4449973,117.8063965,-0.678,0.509
5.6269192,100.8435059,0.768,0.563
3.6340356,103.0187988,-0.219,0.531
3.6121068,101.0412598,0.458,0.531
5.7799663,100.7556152,-0.008,0.537
2.6467632,111.8298340,-0.211,0.538
3.7655967,114.4226074,-0.344,0.520
4.4230904,100.9533691,0.175,0.535
6.2170122,117.2790527,-0.526,0.574
3.2392398,101.4807129,0.545,0.548
4.6640299,114.8840332,-0.171,0.476
5.8455454,117.8503418,0.210,0.531
5.8455454,100.5798340,-0.280,0.517
5.4738318,100.4040527,0.489,0.557
5.4300853,118.9489746,-0.177,0.423
1.5708481,110.4016113,1.191,0.559
2.6687122,111.3464355,-0.037,0.528
4.1382430,102.0080566,0.109,0.510
3.2392398,115.3454590,-0.265,0.409
1.7685179,103.2824707,-0.051,0.529
1.6587038,103.3703613,0.288,0.492
5.7581050,116.7077637,-0.515,0.447
3.9409805,100.7116699,0.255,0.540
6.1077838,116.1145020,0.692,0.570
1.9442068,104.1174316,0.091,0.534
4.7516240,103.1945801,1.156,0.558
5.8674033,102.0739746,0.220,0.538
4.7297265,103.0627441,-0.011,0.522
2.0979197,111.6540527,-0.341,0.501
5.8674033,102.3815918,-0.042,0.604
4.8173122,115.4113770,0.322,0.524
4.7954168,100.8435059,-0.015,0.543
3.5243866,102.3815918,-0.444,0.535
4.0724942,101.0412598,-0.399,0.524
5.9329721,117.9382324,0.016,0.514
4.7516240,101.1511230,0.117,0.535
4.1820725,115.5432129,-0.916,0.422
5.3207052,115.6091309,-0.119,0.480
2.5370123,102.5793457,0.008,0.540
1.1754546,110.3796387,-0.512,0.560
6.2825384,100.1843262,-0.032,0.540
5.1456567,116.4001465,-0.476,0.505
5.2331870,115.6970215,-0.960,0.547
1.7026302,110.0939941,-0.238,0.504
6.3262180,116.7517090,-0.323,0.536
5.5175751,102.5134277,0.184,0.515
2.8003980,101.8103027,1.107,0.531
2.9978987,101.8103027,0.978,0.505
4.7516240,101.7443848,-0.143,0.492
4.6421296,117.5866699,-0.745,0.548
5.5613152,100.6677246,0.375,0.530
5.3207052,100.5578613,0.049,0.564
6.8937071,117.1691895,-0.447,0.472
3.1295462,102.4035645,-0.179,0.555
2.4711573,102.4035645,0.192,0.540
1.8783255,103.3264160,0.017,0.546
2.4492049,101.8542480,1.006,0.571
1.0875811,111.5661621,-0.595,0.478
6.4790672,117.3669434,-0.288,0.515
2.6028640,101.9421387,0.164,0.539
3.9848207,101.8762207,-0.303,0.518
2.1418349,102.5793457,0.304,0.551
5.3863356,100.4919434,0.425,0.564
2.4272521,102.0080566,-0.172,0.505
3.7875216,113.7634277,0.069,0.521
2.2735730,102.2937012,0.797,0.558
2.7565043,111.7199707,-0.592,0.459
6.0859354,100.6018066,-0.143,0.509
5.6706511,117.0593262,0.094,0.500
1.7465556,103.0847168,-0.017,0.518
2.3394375,112.4670410,-0.589,0.441
3.9848207,101.0412598,0.650,0.543
4.4449973,101.2609863,-0.520,0.489
2.9101249,101.8542480,0.976,0.517
5.4300853,117.8942871,-0.305,0.467
1.9661667,111.3464355,-0.588,0.452
4.4230904,101.4807129,0.062,0.492
2.0100856,111.5881348,-0.010,0.512
6.6755194,116.7956543,-0.194,0.508
4.2039864,101.8981934,-0.259,0.529
3.3269861,113.6755371,-0.647,0.464
5.4519589,101.8981934,-0.257,0.522
4.3354564,102.1179199,-0.571,0.506
3.4366581,101.1950684,0.076,0.533
4.3573658,117.4768066,-0.484,0.515
5.3425828,116.1145020,0.517,0.565
2.3394375,111.9616699,0.577,0.557
1.7904800,109.8083496,-0.451,0.504
2.3833455,102.2277832,0.497,0.538
1.6806671,110.1818848,-0.211,0.486
5.1894234,103.2165527,1.134,0.553
3.1734250,102.4035645,-0.008,0.491
3.5901776,101.8762207,-0.126,0.495
5.7799663,117.6525879,0.021,0.586
2.0979197,112.1154785,-0.284,0.509
5.0143386,103.3044434,0.804,0.534
1.2633253,110.9289551,-0.943,0.499
3.7655967,115.4992676,-0.301,0.471
3.8094460,113.7194824,-0.524,0.544
4.7735207,118.0261230,-0.503,0.477
4.5545219,114.1149902,-0.021,0.495
3.1953637,113.1481934,-0.647,0.514
6.6318701,117.1252441,-0.410,0.522
5.6925158,117.8283691,-0.036,0.505
4.5326183,114.9499512,-0.200,0.497
4.9705600,115.6311035,-0.147,0.490
5.0362268,116.4660645,0.062,0.502
5.1456567,118.7731934,-0.766,0.443
5.0800010,100.4040527,0.160,0.536
6.6318701,117.0373535,-0.669,0.576
6.1077838,118.0041504,0.259,0.491
3.5682478,101.5905762,-0.027,0.542
5.1894234,117.8063965,-0.292,0.457
5.4300853,100.7116699,-0.069,0.524
2.3833455,111.5881348,-0.272,0.470
2.1198775,112.2033691,-0.052,0.539
6.3480564,100.1843262,0.741,0.551
2.6467632,111.5441895,0.081,0.541
5.1018870,118.2897949,-0.354,0.517
5.2550677,103.1066895,0.318,0.561
4.6640299,115.8508301,-0.538,0.430
3.2392398,102.1398926,0.176,0.513
1.1315182,111.4782715,-0.167,0.492
2.5150610,112.8405762,-0.974,0.539
3.3050503,113.1262207,-0.049,0.574
5.2113056,118.1359863,-0.096,0.576
1.6806671,111.1047363,0.189,0.534
5.9985331,102.3376465,0.480,0.545
1.9222467,102.6672363,-0.104,0.525
5.7143797,116.0705566,-0.116,0.513
1.7904800,109.7424316,0.067,0.522
5.5831840,100.6896973,-0.418,0.526
4.5764249,118.2238770,-0.983,0.460
5.3425828,115.8288574,-0.505,0.499
2.5150610,112.0715332,-0.433,0.510
2.0100856,103.3264160,0.723,0.561
1.8344033,103.7219238,0.048,0.537
1.6587038,103.6560059,0.456,0.554
5.3207052,100.6018066,0.004,0.524
5.4957038,102.7331543,-0.046,0.514
6.2606973,100.2502441,-0.424,0.529
2.5150610,102.2277832,-0.112,0.556
5.0362268,100.4919434,0.446,0.538
4.4011829,100.9753418,0.275,0.529
6.2606973,117.3010254,-0.066,0.582
3.5243866,102.0080566,0.494,0.511
2.1857489,102.3815918,0.638,0.541
2.7345569,101.4367676,-0.019,0.529
2.9978987,112.4670410,-0.397,0.459
6.6100440,100.2282715,0.143,0.489
3.9848207,113.8073730,-0.831,0.475
5.3863356,117.6965332,-0.468,0.450
2.8223442,101.6125488,0.987,0.563
4.5107140,101.1291504,0.800,0.550
4.5107140,100.8654785,-0.115,0.511
6.5008990,116.7956543,-0.258,0.537
7.0027636,116.7297363,0.119,0.493
2.7126091,101.7224121,0.395,0.554
2.9540126,102.9089355,-0.325,0.513
3.9848207,101.0192871,1.074,0.563
1.6147764,103.7878418,0.755,0.543
4.3792747,100.8654785,-0.151,0.582
6.7191648,117.1252441,-0.703,0.518
2.8662354,101.7663574,0.153,0.496
4.9267785,118.1799316,0.055,0.511
4.2039864,101.1511230,0.383,0.543
6.1733235,116.8176270,-0.257,0.453
5.3207052,118.1579590,-0.607,0.462
5.2331870,118.0920410,-0.514,0.519
2.9101249,102.9528809,-0.019,0.467
5.1456567,115.9826660,0.089,0.506
2.9978987,101.6125488,1.257,0.495
1.1315182,111.2365723,0.178,0.516
3.9848207,114.0930176,0.656,0.545
1.1754546,111.3903809,0.128,0.519
4.2916356,100.7995605,0.455,0.547
6.3917304,100.3601074,0.028,0.544
5.2769476,116.2902832,-0.710,0.444
6.3917304,100.2282715,0.520,0.536
6.2170122,117.2570801,-0.681,0.534
2.0759616,112.3132324,-0.501,0.505
4.3354564,102.0959473,0.199,0.564
3.3708564,103.0847168,-0.091,0.514
3.8752158,100.7775879,0.411,0.509
6.3043786,100.3601074,0.443,0.548
5.5394455,100.5358887,0.939,0.544
3.3489215,103.1066895,0.254,0.530
2.4711573,102.1398926,0.663,0.484
4.1382430,113.9611816,-0.761,0.508
1.3072596,110.9948730,-0.570,0.455
5.4082108,100.2502441,-0.724,0.541
1.5928123,103.3264160,0.611,0.545
6.0640861,117.1911621,-0.567,0.510
6.4354006,100.2722168,1.238,0.577
5.2988268,103.0407715,0.129,0.544
5.6487856,101.9201660,-0.613,0.491
1.5269188,110.2038574,0.324,0.535
4.9705600,118.6633301,0.126,0.553
2.0320445,103.4143066,0.795,0.552
5.3425828,116.8395996,-0.532,0.524
1.9222467,103.1286621,0.184,0.520
1.8563646,103.3483887,-0.152,0.523
6.3262180,116.4660645,-0.924,0.542
2.2077054,111.9396973,-0.482,0.497
5.5613152,117.6086426,-0.292,0.440
4.2039864,100.6018066,0.981,0.563
5.0800010,116.2683105,-0.352,0.517
5.3425828,102.7990723,-0.057,0.498
5.3644596,118.6413574,-0.532,0.562
4.0944111,101.0412598,0.418,0.526
2.5809138,115.0598145,-0.619,0.409
0.9997051,110.5334473,0.105,0.550
6.4354006,100.4040527,0.101,0.532
2.2077054,102.2058105,0.294,0.560
5.2769476,100.2062988,0.796,0.526
3.9629009,101.8762207,-0.128,0.502
1.9661667,102.7331543,-0.067,0.545
3.8971380,100.7995605,0.092,0.520
3.3708564,113.6975098,-0.685,0.459
3.5463174,102.1179199,0.374,0.550
6.0640861,116.2902832,0.348,0.555
4.5545219,114.0051270,0.264,0.555
4.9048867,115.9167480,0.686,0.542
1.6806671,110.3137207,0.314,0.517
2.1637921,111.7858887,-0.483,0.490
4.3135463,100.9094238,0.266,0.535
3.5463174,113.7854004,-0.462,0.483
1.5708481,110.5114746,-0.129,0.523
6.0640861,102.3376465,0.579,0.539
6.8282612,116.6418457,-0.543,0.458
1.7026302,110.0720215,-0.081,0.487
1.9222467,102.8210449,0.262,0.526
2.0540032,113.3459473,-0.751,0.410
5.7362428,118.2678223,-0.959,0.443
1.5049538,110.3576660,1.166,0.502
5.7143797,117.0153809,-0.947,0.506
5.4738318,100.3161621,0.784,0.571
5.7799663,100.5798340,-0.356,0.513
1.1095498,111.5881348,-0.323,0.467
6.0640861,116.2683105,-0.114,0.537
5.8018269,100.5358887,0.624,0.578
1.9002862,114.7082520,-0.752,0.505
4.3135463,113.9831543,1.069,0.511
5.3863356,100.2722168,1.124,0.519
1.5269188,103.5021973,0.056,0.544
4.0286586,113.8293457,-0.451,0.474
6.3043786,117.3889160,-0.255,0.534
4.9924497,118.7951660,-0.303,0.490
2.6248138,101.6784668,0.142,0.493
5.5613152,102.1838379,-0.312,0.547
2.4052990,112.2033691,0.251,0.496
5.3425828,102.8210449,0.027,0.558
4.9705600,100.5139160,0.158,0.478
4.3792747,114.0270996,0.136,0.558
2.7565043,104.1174316,0.218,0.561
2.1198775,113.4558105,-0.754,0.449
3.3050503,101.8762207,0.430,0.548
4.2039864,100.9094238,0.037,0.538
5.0581143,116.9274902,-0.651,0.447
4.8611009,115.4333496,0.442,0.496
1.5708481,111.3903809,-0.107,0.535
4.4888091,114.0930176,0.358,0.498
2.0759616,103.3483887,0.372,0.550
5.7581050,101.8762207,-0.209,0.517
6.1514779,116.1364746,0.589,0.589
4.6202287,114.8620605,0.040,0.476
5.9111167,102.2277832,0.750,0.564
3.8752158,103.1506348,-0.672,0.505
4.8829942,100.7556152,0.994,0.552
1.7245930,103.4582520,0.373,0.520
2.4052990,111.3903809,0.539,0.535
3.4366581,113.5876465,0.284,0.534
3.3269861,113.1921387,-0.195,0.513
6.3917304,100.2062988,0.343,0.551
4.4230904,100.8215332,0.222,0.536
5.5394455,115.8068848,-0.157,0.561
1.7685179,103.3703613,0.084,0.484
5.8674033,116.0925293,0.892,0.538
5.7143797,101.0412598,0.089,0.522
5.8674033,116.7736816,-0.033,0.491
6.3043786,100.4919434,-0.073,0.517
4.2478122,114.4006348,-1.010,0.414
2.7784514,114.0710449,-0.014,0.526
4.6640299,118.2678223,0.550,0.547
3.9629009,113.6975098,-0.351,0.491
5.6925158,118.3776855,-0.385,0.541
5.6925158,102.5793457,-0.024,0.527
7.1335976,117.0812988,0.055,0.557
2.0979197,111.8957520,-0.177,0.522
5.7362428,116.0266113,0.242,0.494
5.4519589,116.2243652,-0.055,0.547
2.7784514,102.1838379,-0.254,0.532
3.3708564,113.6096191,0.176,0.573
1.4390576,110.4016113,0.738,0.557
1.4390576,111.5881348,-0.170,0.474
2.0100856,111.1926270,-0.571,0.515
4.2916356,117.8503418,1.096,0.562
4.3135463,117.3889160,-0.492,0.467
5.1675404,118.9929199,-0.820,0.497
5.9548266,102.1179199,-0.167,0.553
4.8829942,103.3703613,0.294,0.539
5.8018269,118.0041504,0.646,0.539
4.5545219,117.4768066,-0.852,0.531
3.7875216,102.3596191,0.147,0.524
2.7784514,102.2717285,0.133,0.513
5.3644596,115.6530762,0.435,0.535
2.2955282,113.1262207,-0.443,0.499
5.7362428,117.6965332,-0.117,0.477
5.7581050,100.7556152,-0.372,0.537
4.8829942,118.0920410,-0.787,0.461
2.1637921,111.8518066,-0.763,0.512
5.5175751,117.3669434,-0.761,0.457
7.1553996,117.1032715,-0.110,0.493
4.0724942,100.9094238,0.072,0.496
3.9409805,101.4367676,-0.219,0.531
5.3863356,115.6311035,-0.236,0.537
5.6925158,100.5798340,-0.506,0.552
3.8752158,101.8103027,-0.351,0.492
5.2988268,102.0080566,0.756,0.551
1.7245930,111.6760254,-0.916,0.448
5.0362268,103.2824707,0.207,0.531
2.0979197,112.0275879,-0.324,0.527
2.9759559,101.7224121,1.051,0.565
5.5175751,117.0153809,-0.573,0.529
5.5175751,102.7331543,0.082,0.540
5.8018269,100.5578613,0.121,0.522
2.3394375,102.1398926,-0.111,0.533
5.8674033,100.5578613,-0.308,0.540
5.0800010,103.1726074,0.117,0.535
5.1894234,118.0920410,-0.539,0.515
4.7516240,101.8981934,-0.495,0.510
6.6318701,116.9055176,-0.183,0.483
2.7565043,101.9201660,0.677,0.497
2.7565043,101.7004395,0.834,0.551
2.6248138,101.7443848,0.008,0.478
5.8455454,100.3820801,0.433,0.550
6.3262180,100.6457520,-0.303,0.534
6.1296313,102.2058105,0.699,0.564
5.1237722,103.0627441,0.175,0.497
3.6998186,102.0080566,0.065,0.546
2.5589632,112.0495605,-0.315,0.435
5.3644596,100.2062988,0.928,0.558
5.1894234,116.4001465,-0.538,0.526
4.3792747,100.6237793,0.746,0.573
1.5708481,103.5021973,0.665,0.528
4.2258996,113.9172363,0.332,0.493
6.5663889,100.2502441,0.179,0.522
4.2916356,103.2604980,-0.256,0.517
3.1514858,113.4777832,-0.294,0.568
5.8455454,102.3156738,-0.054,0.537
1.9222467,103.3923340,-0.071,0.527
3.5243866,103.3703613,0.062,0.553
4.8611009,115.9606934,-0.286,0.433
4.0067400,113.7854004,-0.272,0.486
2.0320445,111.6101074,-0.001,0.504
3.9629009,102.6672363,-0.112,0.517
3.2392398,113.2580566,0.081,0.522
2.1637921,111.4123535,0.058,0.478
6.6100440,116.7077637,-0.936,0.476
1.9002862,103.0187988,-0.329,0.515
2.9320690,114.8840332,-0.311,0.474
5.8018269,100.3601074,0.258,0.556
6.2170122,102.2497559,-0.301,0.528
5.1456567,118.3557129,-0.781,0.544
5.4300853,118.1799316,-0.698,0.515
4.8392069,118.0480957,-0.532,0.485
1.4170918,109.9841309,-0.858,0.467
3.6778914,103.2165527,-0.389,0.498
6.5445599,100.2941895,0.537,0.545
4.5326183,116.2463379,-0.379,0.410
3.5901776,103.3703613,0.377,0.530
1.5269188,110.2697754,0.582,0.530
2.7345569,102.6452637,0.465,0.559
1.9661667,111.6320801,-0.260,0.543
1.8344033,103.3703613,0.023,0.539
1.6806671,103.5021973,-0.119,0.518
4.8611009,118.0261230,-0.449,0.417
1.3511931,103.4802246,0.230,0.510
5.2769476,115.5871582,-0.334,0.488
5.0581143,100.7775879,-0.312,0.507
1.3072596,110.4895020,0.421,0.519
5.3207052,116.8176270,-0.542,0.546
5.9548266,117.2570801,-0.078,0.594
2.0979197,111.5441895,-0.164,0.513
2.9101249,112.0935059,0.586,0.549
2.9320690,102.3596191,-0.162,0.500
5.7143797,117.5866699,0.076,0.534
1.1534865,110.9069824,-0.648,0.509
3.3708564,101.8542480,0.523,0.478
6.5008990,116.5319824,-0.121,0.486
2.8662354,102.2277832,0.158,0.533
4.1382430,101.8981934,-0.253,0.534
4.7954168,100.6896973,0.270,0.492
4.7297265,101.1511230,1.001,0.558
